title,description,sector,foundation_year,location,url,page
SECOND SIGHT MEDICAL PRODUCTS (SWITZERLAND) SARL,Life in a New Light,Medtech,2007,Lausanne,https://secondsight.com/,179
EXELEN GmbH,Digital systems for avionics market and cutting-edge high performance computers based on FPGA,Software,2007,Murten,http://www.exelen.ch,179
INVOLI SA,Enabling the safe integration of drones into the airspace,SoftwareCleantech,2017,Renens,http://www.involi.com,179
Impaakt SA,Measuring the impact of businesses. Together.,unknown,2019,Genève,https://www.impaakt.com/,180
AMNIS Treasury Services AG,Foreign currencies exchange marketplace,SoftwareFintech,2014,Zürich,https://www.amnistreasury.ch/,180
Climate Neutral Investments AG,Working to make your investment portfolio carbon neutral,unknown,2010,Zürich,http://www.climateneutralinvestments.com,180
Intrace Medical SA,Developing markers that reliably identify tissue affected by cancer or bacterial infection in vivo,Medtech,2012,Lausanne,http://intrace-medical.com,180
ct atlantic Ltd.,"Novel, human-derived antibodies for the treatment of cancer",Biotech,2008,Schlieren,http://www.ct-atlantic.com,180
ecoRobotix Ltd.,Innovative solutions for sustainable agriculture,EngineeringCleantech,2013,Yverdon-les-Bains,http://www.ecorobotix.com,180
eduwo,Peer-to-peer education and career platform,unknown,2022,Winterthur,https://eduwo.ch,180
Tissot Medical Research SA,Medical device for measurement and continuous monitoring of intraocular pressure (IOP),Medtech,2010,Le Locle,http://www.tissotmedical.com,180
IMburse AG,Integration-free access to global payments ecosystem,Software,2018,Zurich,https://www.imbursepayments.com,180
PlayfulVision S?rl ,"Providing real time, automatic video analytics and statistics for team-sports at all levels.",Software,2014,Morges,https://www.secondspectrum.com/index.html,180
E-nno Switzerland SA,Increase energy efficiency in buildings,Cleantech,2017,Genève,https://e-nno.ch,180
Fanpictor AG,Fan engagement software,unknown,2012,zürich,http://www.fanpictor.com,180
Yaler GmbH,"Relay infrastructure for secure, controlled and manageable access to embedded systems",unknown,2011,Zürich,https://yaler.net,181
Talent Maps AG,unknown,Software,2020,St Gallen,https://www.talent-maps.com,181
epyMetrics AG,Diagnostic wearable to monitor your bodies heat balance,Medtech,2019,Zurich,http://www.epymetrics.com,181
Smartlink SA,Mobile wallet and application provider,Fintech,2013,Geneva,unknown,181
Ciiva GmbH ,Electronic component search,Software,2012,Horw,https://ciiva.com,181
Power Vision Engineering Sàrl,"Expertise, services and software for hydro engineering",Engineering,2007,Ecublens,http://www.powervision-eng.ch,181
LARGO FILMS SA,Next generation storytelling,Software,2018,Ecublens,http://largofilms.ch/,181
aventura.aero AG,We invented &amp; built the first heavy-duty gyrocopter.,Engineering,2017,"Maennedorf, Zuerich",https://www.aventura.aero,181
Facedapter,Heterogeneous Facial recognition in unified identity,Software,2020,Versoix,http://www.facedapter.com,181
Leman Medical Technologies SA,Wireless pulmonary artery banding,Medtech,2009,Plan-les-Quates,http://www.lemanmedical.com,181
AEROTAIN AG,We leverage live events with interactive and engaging flying experiences.,Engineering,2015,Zürich,http://www.aerotain.com,181
SPORTIWorld Sàrl ,Provide a physical and digital platform for sport,unknown,2017,Genève 6,http://sportiworld.com,181
Invemo,INDUSTRIAL MINING FACILITIES,Fintech,2017,Baar,https://www.invemo.ch/,182
Sherpany AG,Productive leadership meetings,Software,2011,Zürich,http://www.sherpany.com,182
Auterion AG,Open source infrastructure for autonomous robots,SoftwareCleantech,2017,Zürich,https://auterion.com/,182
Faveeo,"The first Trusted Content Platform : filtering the most reliable, meaningful content to help brands  drive online engagement at scale.",Software,2012,Genève,http://www.faveeo.com,182
LIGENTEC SA,Experts in high power integrated photonics using thick silicon nitride,Engineering,2016,Ecublens,https://www.ligentec.com/,182
ComOn Enterprise GmbH (TBô Bodywear),unknown,unknown,2018,Zurich,https://www.tbo.clothing/,182
In Numero GmbH,E-commerce solution and web API for 3d printing,Software,2009,Zürich,http://fabnami.com,182
Investment Navigator AG,Simplifying financial advice for Wealth Managers,Fintech,2014,Zürich,https://www.investmentnavigator.com/,182
Approovd AG,Easily make first-class contracts,Software,2017,Zürich,https://www.approovd.com/de-ch/,182
Rayform SA,"Rayform provides a unique technology for luxury brands, giving their products the ability to “sculpt” light.",Engineering,2016,Renens,http://www.rayform.ch,182
AI Partners SA (Real Advisor),Online property valuation made easy,unknown,2017,Meyrin,https://realadvisor.ch/en,182
APARTOLINO,Temporary housings for business travelers,unknown,2019,Bezirk Winterthur,https://apartolino.ch,182
HeiQ Materials AG,High-performance textile effects,Engineering,2005,Schlieren,http://www.heiq.com,183
CareerFairy GmbH,Twitch for Graduate Careers,unknown,2019,Zürich,http://careerfairy.io,183
Brain-it SA,Brain-IT SA is an ecosystem to help companies manage and deploy IoT sensors and valorize data implementing them deep in their own systems,SoftwareCleantech,2018,Neuchâtel,http://www.brain-it.ch,183
feey,Plants for all thumb colors,unknown,2020,Uzwil,https://feey.ch/,183
Virometix AG,Vaccines using its Synthetic Virus-Like Particle (SVLP) technology,Biotech,2009,Schlieren,http://www.virometix.com,183
Archilyse AG,Architecture analysis and simulation,Software,2017,Zürich,https://www.archilyse.com/,183
FinanceApp AG (FinanceFox/Wefox),Compare insurances and receive personal advice,Fintech,2014,Zürich,https://www.wefox.ch,183
ZENAI AG,Machine Learning solutions and consulting for finance,SoftwareFintech,2016,Zürich,https://zenai.ch/,183
collectID AG,Authenticity and Transparency through Blockchain-Technology,Fintech,2018,Goldach,http://www.collectid.com,183
World Climate Credit Sàrl,A fun way to reduce and offset your carbon footprint,SoftwareCleantech,2010,Mies,http://www.worldclimatecredit.com,183
Occlufit AG,Next Generation Left Atrial Appendage Occluder,Medtech,2018,Zürich,http://www.occlufit.com,183
Taurus Group SA,Swiss digital asset custody solution,Fintech,2018,Geneva,https://www.taurusgroup.ch/,183
MeinEinkauf AG,Delivery to Switz erland from all online shops,unknown,2012,St.Gallen,https://meineinkauf.ch,184
THE ROKKER COMPANY AG,Protection jeans with innovative textiles,unknown,2008,Widnau,http://www.therokkercompany.com,184
Cutiss AG,Personalized skin,Biotech,2017,Zürich,http://cutiss.swiss/,184
InCube Group AG,Navigate the challenges in investment and risk management,Fintech,2009,Baar,http://www.incubegroup.com/en/,184
AKENES SA (Exoscale),Safe and affordable infrastructure as a service,unknown,2011,Lausanne,http://www.exoscale.ch,184
Scandit AG,Leading barcode scanner SDK,unknown,2009,Zürich,http://www.scandit.com,184
PXL Vision AG ,Scalable software platform for secure identity verification,unknown,2017,Zürich,http://www.pxl-vision.com,184
Pocket Solutions AG,Connecting every question of a human being with at least one qualified person,unknown,2017,Basel,http://www.askmask.ch,184
Archinisis GmbH,Software for Elite Sport Performance Analysis,Software,2018,Fribourg,https://www.archinisis.ch/,184
CryptoEasy GmbH,Meet the best personalised advisor in your crypto investor journey,Fintech,2018,Carouge,unknown,184
GET LOCAL AG,"Promoting hotel sales of services, activities &amp; experiences",Software,2016,Zürich,https://getlocal.ch/,184
Inofea AG,Empowered therapeutic enzymes,Engineering,2014,Muttenz,https://inofea.com/,184
Global Impact Finance SA (Monito),Comparing the rates of money transfer operators and banks,Fintech,2015,Lausanne,https://www.monito.com/,185
ArcoScreen,Early stage start up with a focus on drug discovery,Medtech,2022,Lausanne,http://www.arcoscreen.ch,185
Neurotune AG,Medications for neuropathic pain and sarcopenia,Biotech,2005,Schlieren,http://www.neurotune.com,185
enersis suisse AG,Big data platform along the complete energy value chain,Cleantech,2011,Bern,http://enersis.ch,185
TerraRad Tech AG,drone-based soil moisture mapping for smart agriculture,Engineering,2020,Zürich,https://terraradtech.com/,185
Spearhead AG,Automotive claims and vehicle life cycle management,SoftwareFintech,2015,Dietlikon,https://www.spearhead-ag.ch/,185
Enterprise Bot,Empower Digital Conversations,SoftwareFintech,2017,Zug,https://enterprisebot.ai/,185
Drone Harmony AG,Drone Harmony reinvents the way people fly drones commercially.,Software,2016,Luzern,http://droneharmony.com/,185
Advanced Sport Instruments SA,IoT solution enabling actionable sports performance tracking,Engineering,2012,Lausanne,https://asi.swiss/,185
G24 Innovations Sàrl,unknown,Cleantech,2011,Yverdon-les-Bains,http://www.g24i.com,185
Sport Components AG (milKit),Revolutionizing tubeless bicycle tires,Engineering,2015,Zürich,http://www.milkit.bike,185
Scewo AG,Stair climbing wheelchair.,Medtech,2017,Winterthur,https://scewo.ch/,185
28msec GmbH,Single source of truth for regulatory and financial reporting,Software,2008,Zürich,http://www.28msec.com,186
Saiba GmbH,Harnessing the power of vaccination,Biotech,2012,Pfäffikon ,https://www.saiba-biotech.com/,186
KEMARO GmbH,Autonomous Robotics Services,unknown,2016,Eschlikon,https://www.kemaro.ch,186
beecom AG ,"The best Atlassian products, services and solutions in one",Software,2000,Zürich,http://www.beecom.ch,186
Eneftech Innovation SA,Micro-cogeneration systems,Cleantech,2004,Nyon,http://www.eneftech.com,186
Swiss Precision Lightning AG,LED floodlights for lighting outdoor sports facilities,Cleantech,2019,Murten,http://splighting.ch/,186
mySwissChocolate AG ,Send a personalized gift around the world,unknown,2010,Pfäffikon,http://www.chocogreets.com,186
Atome SA,unknown,unknown,2018,Chêne-Bourg-GE,https://www.maisons-atome.ch/,186
smartprimes GmbH,Advanced information security,Software,2011,Winterthur,http://www.smartprimes.ch,186
Oviva AG,Digital therapeutics services,unknown,2013,Altendorf,https://oviva.com/global/,186
JJ COOLING INNOVATION SARL,Pushing the boundaries of thermal efficiency,EngineeringCleantech,2014,Lausanne,https://www.jjcooling.com/,186
iMusician Digital AG,Digital music distribution,Software,2007,Zürich,http://www.iMusicianDigital.com,186
CDR-Life AG,In CDR-Life we make transformative cancer immunotherapies,Biotech,2017,Schlieren,http://cdr-life.com,187
abc biopply ag,Novel and innovative 3D cell culture system,Biotech,2017,Solothurn,https://biopply.com/,187
Yelloh GmbH,"Easy, fast and affordable way to conduct qualitative research",unknown,2022,Zurich,http://www.yelloh.io,187
SmartBreed GmbH,We enable insect breeding,BiotechCleantech,2019,Zufikon,http://www.smartbreed.ch,187
Vela Solaris AG,Smulation software for the renewable energy sector,Cleantech,2006,Winterthur,http://www.velasolaris.com,187
Primequal SA,Safer and faster injectors,Biotech,2005,Genève,http://www.primequal.com,187
Edge Laboratories (EdgeLab) AG,The new generation of investment intelligence,SoftwareFintech,2013,Pfäffikon,http://www.edgelab.ch/,187
Auxivo AG,Wearable supports devices that support and protect workers.,Engineering,2019,Schwerzenbach,http://www.auxivo.com,187
kinastic,Fitness and Lifestyle platform for enterprises,unknown,2016,Winterthur,https://www.kinastic.com/,187
daCarbo AG ,Optimized wind instruments using carbon materials,unknown,2009,Lachen,http://www.dacarbo.ch,187
RightMesh AG,Off-grid connectivity solutions,SoftwareFintech,2018,Zug,https://www.rightmesh.io/,187
ALEVO GROUP SA,An Energy Service Provider (ESP) dedicated to solving one of the world's greatest energy challenges,Cleantech,2012,Verbier,http://alevo.com/,187
modum.io AG,Rethinking the pharma supply chain,unknown,2016,Zürich,https://modum.io/,188
eduwo,Peer-to-peer education and career platform,unknown,2022,Winterthur,https://eduwo.ch,188
Sleepiz AG,Touching lives without touching,Medtech,2018,Zurich,https://www.sleepiz.com,188
Gene Predictis SA,Predictive medicine inferred from genetics,Biotech,2004,Lausanne,https://www.genepredictis.com/,188
Creadi AG,Personalized insurance policies tailored precisely to the user's plans,SoftwareFintech,2016,Basel,unknown,188
Archilyse AG,Architecture analysis and simulation,Software,2017,Zürich,https://www.archilyse.com/,188
Arbrea Labs AG,AI based AR solutions for Pre-visualizations on Human Body,unknown,2018,Zurich,http://www.arbrea-labs.com,188
Enairys Powertech SA,Hydro-pneumatic energy conversion and storage solutions,Cleantech,2008,Lausanne,http://www.enairys.com,188
nummo AG ,Personal financial management platform,SoftwareFintech,2016,Zurich,https://www.nummo.com/home,188
Limula Biotech SA,Rethinking Cell and Gene Therapy Manufacturing,Biotech,2020,La Tour-de-Peilz,https://limula-biotech.com/,188
Daura AG,The digital share platform for Switzerland,SoftwareFintech,2018,Zurich,https://www.daura.ch/,188
Parashift AG,Parashift makes autonomous document processing a reality,SoftwareFintech,2017,Sissach,https://www.parashift.io,188
Cassiopee,D-Health neuropaholigies analytics:,Medtech,2017,Carouge,http://www.cassiopee.org,189
LIMBIC LIFE AG,Seating concept based on medicine and neuroscience,Engineering,2007,Zürich,http://www.limbic-life.com,189
InSphero AG,Market leader in 3D cell culture,Biotech,2009,Schlieren,http://www.insphero.com,189
AIcrowd SA,Crowdsourcing AI for solving real world problems,Software,2018,Lausanne,https://www.aicrowd.com/,189
imperix SA,Advanced power conversion solutions,Cleantech,2013,Sion,http://www.imperix.ch,189
Prediggo SA,Intelligent cross selling solutions for eShops.,Software,2008,Vevey,http://www.prediggo.com,189
28msec GmbH,Single source of truth for regulatory and financial reporting,Software,2008,Zürich,http://www.28msec.com,189
Yeldo SA,The new way to invest in Real Estate,Fintech,2017,Lugano,https://www.yeldo.com/en/,189
Foldaway Haptics,Miniature foldable robots enabling force feedback,Engineering,2019,Lausanne,http://www.foldaway-haptics.com/,189
Doodle AG ,Easy scheduling,Software,2006,Zürich,http://www.doodle.ch,189
HAYA Therapeutics SA,Treating heart failure through innovative RNA-therapies,Biotech,2019,Lausanne,http://www.hayatx.com,189
Nhumi Technologies AG,Software solution to manage and visualize clinical data,Software,2009,Langau am Albis ,http://www.nhumi.com,189
GratXray AG,Painless and precise breast cancer imaging,Medtech,2017,Villigen,http://www.gratxray.com,190
Think Yellow GmbH ,Gender equality investment platform,Fintech,2016,Meilen,http://www.thinkyellow.ch/,190
Crowdhouse AG,"First real-estate platform, which enables everybody to invest in properties all over Switzerland",Fintech,2015,Zürich,https://www.crowdhouse.ch/de,190
